CLASS,SUBCLASS,SUBSUBCLASS,TEXT_NAME,TEXT_TYPE,PERIOD,DIALECT,EFFECT,FOCALIZED,WEIGHT_BEFORE,WEIGHT_AFTER,DISRUPTION
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,2_light,14_heavy,no
sc,sc1,conditional,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,5_light,0_light,yes
sc,sc1,complement,almanaca_berria,very_close_to_oral_language,19th,navarrese-lapurdian,2_regular,none,4_light,4_light,no
mc,mc1,declarative,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,negation,9_medium,17_heavy,yes
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,negation,4_light,7_medium,no
sc,sc1,complement,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,6_medium,9_medium,no
mc,mc2,declarative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,np,7_medium,4_light,no
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,4_light,0_light,yes
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,10_medium,0_light,yes
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,7_medium,9_medium,yes
sc,sc1,conditional,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,4_light,7_medium,no
sc,sc2,causal,poxpolin,very_close_to_oral_language,20th,central_basque,2_regular,none,0_light,4_light,no
mc,mc1,declarative,txirrita_bizitza_eta_bertsoak_bertso-paperetako_bertsoak,transition_to_literary_language,20th,central_basque,3_strong,np,9_medium,8_medium,no
mc,mc1,declarative,onsa_hilceco_bidia_i-iii,close_to_literary_language,17th,eastern_basque,3_strong,np,10_medium,15_heavy,no
sc,sc1,complement,mariano_mendigatxa,close_to_oral_language,20th,eastern_basque,3_strong,none,8_medium,5_light,no
sc,sc1,complement,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,4_light,0_light,no
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,13_heavy,0_light,yes
sc,sc1,complement,doctrina_christiana_ii,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,8_medium,12_heavy,yes
mc,mc1,declarative,le_dauphin_letters,close_to_oral_language,18th,navarrese-lapurdian,2_regular,np,5_light,12_heavy,no
mc,mc1,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,negation,12_heavy,0_light,yes
mc,mc1,declarative,linguae_vasconum_primitiae,close_to_literary_language,16th,navarrese-lapurdian,3_strong,np,21_heavy,7_medium,no
mc,mc1,declarative,txirrita_bizitza_eta_bertsoak_bertso-paperetako_bertsoak,transition_to_literary_language,20th,central_basque,3_strong,np,16_heavy,0_light,no
mc,mc1,declarative,jaun_dauphin_cenaren,very_close_to_oral_language,18th,navarrese-lapurdian,1_weak,np,17_heavy,9_medium,no
mc,mc1,declarative,linguae_vasconum_primitiae,close_to_literary_language,16th,navarrese-lapurdian,3_strong,np,12_heavy,0_light,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,np,6_medium,2_light,no
mc,mc1,declarative,le_dauphin_letters,close_to_oral_language,18th,navarrese-lapurdian,2_regular,negation,9_medium,0_light,yes
sc,sc1,complement,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,5_light,6_medium,no
mc,mc2,declarative,eusqueraren_berri_onac,transition_to_literary_language,18th,central_basque,4_very_strong,np,14_heavy,3_light,no
sc,sc1,conditional,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,3_light,4_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,6_medium,0_light,yes
sc,sc1,conditional,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,3_light,2_light,no
sc,sc1,causal,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,10_medium,7_medium,yes
sc,sc1,complement,onsa_hilceco_bidia_i-iii,close_to_literary_language,17th,eastern_basque,3_strong,none,4_light,3_light,no
mc,mc1,declarative,mariano_mendigatxa,close_to_oral_language,20th,eastern_basque,3_strong,negation,3_light,12_heavy,no
mc,mc1,declarative,othoitce_eta_cantica_espiritualac,transition_to_literary_language,19th,eastern_basque,2_regular,np,8_medium,0_light,yes
sc,sc1,complement,etxeberri_sarakoa,close_to_oral_language,18th,navarrese-lapurdian,2_regular,none,7_medium,14_heavy,no
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,14_heavy,0_light,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,6_medium,1_light,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,np,9_medium,0_light,yes
sc,sc2,relative,etxeberri_sarakoa,close_to_oral_language,18th,navarrese-lapurdian,2_regular,none,5_light,3_light,no
mc,mc1,declarative,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,np,10_medium,0_light,no
sc,sc1,complement,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,14_heavy,0_light,yes
sc,sc1,causal,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,11_heavy,9_medium,yes
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,5_light,5_light,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,2_light,8_medium,no
sc,sc2,relative,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,none,0_light,5_light,no
mc,mc1,declarative,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,np,10_medium,0_light,yes
sc,sc1,complement,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,5_light,8_medium,no
mc,mc2,declarative,oihenart’s_atsotitzak,balanced,17th,eastern_basque,1_weak,negation,0_light,4_light,no
sc,sc1,complement,doctrina_christiana_ii,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,9_medium,0_light,no
sc,sc2,relative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,3_light,4_light,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,2_light,7_medium,no
sc,sc1,complement,linguae_vasconum_primitiae,close_to_literary_language,16th,navarrese-lapurdian,3_strong,none,4_light,0_light,no
sc,sc1,concessive,kaniko_eta_belxitina,transition_to_literary_language,19th,eastern_basque,4_very_strong,none,5_light,0_light,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,2_light,6_medium,no
sc,sc2,purpose,euscaldunen_eliz-cantac,transition_to_literary_language,20th,central_basque,3_strong,none,3_light,4_light,no
sc,sc2,relative,doctrina_christiana_ii,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,0_light,3_light,no
mc,mc1,declarative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,np,8_medium,3_light,no
sc,sc2,conditional,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,none,2_light,4_light,no
sc,sc2,complement,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,0_light,11_heavy,no
mc,mc1,imperative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,negation,4_light,22_heavy,no
mc,mc1,declarative,kaniko_eta_belxitina,transition_to_literary_language,19th,eastern_basque,4_very_strong,negation,2_light,11_heavy,no
sc,sc1,complement,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,none,4_light,10_medium,no
mc,mc1,imperative,christau_doctriñ_berri-ecarlea,close_to_literary_language,18th,central_basque,4_very_strong,np,12_heavy,3_light,yes
mc,mc1,interrogative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,7_medium,7_medium,no
mc,mc2,declarative,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,negation,0_light,3_light,no
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,17_heavy,2_light,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,7_medium,6_medium,yes
sc,sc1,causal,onsa_hilceco_bidia_i-iii,close_to_literary_language,17th,eastern_basque,3_strong,none,10_medium,3_light,no
sc,sc1,causal,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,28_heavy,2_light,yes
sc,sc1,complement,court_transcripts_3,transition_to_oral_language,17th,high_navarrese,1_weak,none,7_medium,13_heavy,no
mc,mc2,interrogative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,np,2_light,13_heavy,no
sc,sc2,manner,ortzuri_opera,transition_to_literary_language,20th,central_basque,4_very_strong,none,0_light,4_light,no
mc,mc1,declarative,euskalerriko_ipuñak,transition_to_literary_language,20th,western_basque,4_very_strong,np,14_heavy,0_light,no
sc,sc2,relative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,none,3_light,4_light,no
sc,sc1,purpose,catichima_edo_fediaren,close_to_literary_language,18th,eastern_basque,3_strong,none,4_light,20_heavy,no
sc,sc2,complement,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,none,17_heavy,5_light,no
sc,sc2,purpose,bide-barrijak,very_close_to_literary_language,20th,western_basque,4_very_strong,none,0_light,4_light,no
mc,mc1,declarative,mariano_mendigatxa,close_to_oral_language,20th,eastern_basque,3_strong,np,8_medium,3_light,no
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,9_medium,0_light,yes
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,7_medium,0_light,yes
sc,sc1,purpose,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,6_medium,10_medium,yes
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,12_heavy,0_light,yes
sc,sc1,complement,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,none,5_light,7_medium,no
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,np,33_heavy,0_light,yes
mc,mc1,declarative,linguae_vasconum_primitiae,close_to_literary_language,16th,navarrese-lapurdian,3_strong,np,12_heavy,0_light,yes
sc,sc1,complement,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,none,4_light,3_light,no
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,np,11_heavy,0_light,yes
mc,mc1,declarative,doctrina_christiana,close_to_literary_language,18th,central_basque,3_strong,np,14_heavy,26_heavy,yes
mc,mc1,declarative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,negation,3_light,5_light,no
mc,mc2,declarative,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,negation,0_light,10_medium,no
sc,sc2,complement,doctrina_christiana,close_to_literary_language,18th,central_basque,3_strong,none,0_light,10_medium,no
mc,mc1,declarative,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,np,11_heavy,0_light,no
sc,sc1,causal,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,9_medium,5_light,yes
mc,mc1,declarative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,np,12_heavy,3_light,no
sc,sc2,relative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,none,4_light,17_heavy,no
sc,sc1,complement,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,19_heavy,0_light,yes
mc,mc1,interrogative,poxpolin,very_close_to_oral_language,20th,central_basque,2_regular,negation,9_medium,7_medium,yes
mc,mc2,declarative,court_transcripts_7,transition_to_oral_language,16th,high_navarrese,1_weak,np,15_heavy,2_light,no
mc,mc1,declarative,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,negation,16_heavy,0_light,yes
mc,mc1,declarative,txirrita_bizitza_eta_bertsoak_bertso-paperetako_bertsoak,transition_to_literary_language,20th,central_basque,3_strong,np,10_medium,0_light,yes
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,9_medium,0_light,no
sc,sc2,relative,catichima_edo_fediaren,close_to_literary_language,18th,eastern_basque,3_strong,none,13_heavy,6_medium,no
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,4_light,9_medium,yes
mc,mc1,declarative,eskuizkribua_a,transition_to_literary_language,17th,western_basque,3_strong,negation,2_light,3_light,no
mc,mc1,declarative,laphurdico_comitatearen,transition_to_oral_language,18th,navarrese-lapurdian,4_very_strong,negation,4_light,4_light,no
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,5_light,0_light,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,9_medium,0_light,yes
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,2_light,0_light,no
mc,mc1,declarative,j._christoren_evangelio_saindua_jondoni_jauniren_arauera,close_to_literary_language,18th,navarrese-lapurdian,3_strong,np,11_heavy,2_light,no
sc,sc1,causal,guero_i-xv,very_close_to_literary_language,17th,navarrese-lapurdian,3_strong,none,8_medium,0_light,yes
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,7_medium,0_light,no
mc,mc1,declarative,laphurdico_comitatearen,transition_to_oral_language,18th,navarrese-lapurdian,4_very_strong,negation,2_light,6_medium,no
mc,mc1,declarative,cantica_izpiritualac,very_close_to_literary_language,19th,navarrese-lapurdian,2_regular,negation,28_heavy,0_light,yes
mc,mc1,declarative,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,negation,3_light,0_light,no
mc,mc2,declarative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,np,3_light,3_light,no
mc,mc1,declarative,cancionero_vasco,transition_to_literary_language,19th,central_basque,3_strong,negation,11_heavy,0_light,yes
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,3_light,13_heavy,no
mc,mc1,declarative,etxeberri_sarakoa,close_to_oral_language,18th,navarrese-lapurdian,2_regular,negation,22_heavy,0_light,yes
sc,sc2,relative,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,6_medium,11_heavy,no
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,8_medium,0_light,yes
sc,sc1,causal,zubererazko_istorioak_ipuinak,transition_to_literary_language,20th,eastern_basque,4_very_strong,none,8_medium,5_light,yes
mc,mc1,declarative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,np,10_medium,0_light,yes
sc,sc1,complement,euskal_ipuinak,transition_to_literary_language,19th,navarrese-lapurdian,4_very_strong,none,9_medium,0_light,no
mc,mc2,interrogative,santa_genovevaren_vicitza,close_to_literary_language,19th,central_basque,4_very_strong,negation,3_light,0_light,no
mc,mc1,declarative,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,negation,4_light,0_light,no
mc,mc1,interrogative,euscal-errijetaco_olgueeta,close_to_literary_language,19th,western_basque,4_very_strong,negation,23_heavy,0_light,yes
mc,mc1,declarative,peru_abarca,transition_to_literary_language,19th,western_basque,4_very_strong,negation,3_light,10_medium,no
sc,sc2,complement,lizarraga_elkanokoa’s_couplets,transition_to_literary_language,19th,high_navarrese,3_strong,none,0_light,8_medium,no
sc,sc1,relative,jesu_cristoren_evangelioa,close_to_literary_language,19th,central_basque,4_very_strong,none,13_heavy,0_light,yes
mc,mc1,declarative,testamen_çaharreco,close_to_literary_language,18th,navarrese-lapurdian,4_very_strong,negation,2_light,0_light,no
sc,sc1,conditional,tratado_de_como_se_ha_de_oyr,close_to_literary_language,17th,high_navarrese,3_strong,none,11_heavy,17_heavy,no
sc,sc1,complement,almanaca_berria,very_close_to_oral_language,19th,navarrese-lapurdian,2_regular,none,4_light,0_light,no
